字段1,字段1_link,字段2,字段3,字段4,字段5,字段6
Qualified Builder,https://www.seek.co.nz/job/50600690?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Jora New Zealand,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"2d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
Certified Plumber/Gas Fitter $40 p/hr,https://www.seek.co.nz/job/50559707?type=standout#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,DOWNER NZ,location: ManawatuManawatu,classification: Trades & ServicesTrades & ServicessubClassification: PlumbersPlumbers,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: PlumbersPlumbers
Fabrication and Welding Supervisors,https://www.seek.co.nz/job/50549838?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Merit Recruitment,location: AucklandAucklandarea: Waitakere & West AucklandWaitakere & West Auckland,classification: Trades & ServicesTrades & ServicessubClassification: Welders & BoilermakersWelders & Boilermakers,"12d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Welders & BoilermakersWelders & Boilermakers
Field Service Technician - Rotorua,https://www.seek.co.nz/job/50507597?type=standout#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,TRANSDIESEL Limited,location: Bay of PlentyBay of Plentyarea: RotoruaRotorua,classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades,"20d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades
Carpentry Educator,https://www.seek.co.nz/job/50568190?type=standout#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Wintec (Waikato Institute of Technology),location: WaikatoWaikatoarea: HamiltonHamilton,classification: Trades & ServicesTrades & ServicessubClassification: Carpentry & Cabinet MakingCarpentry & Cabinet Making,"8d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Carpentry & Cabinet MakingCarpentry & Cabinet Making
Senior Service & Maintenance Technician,https://www.seek.co.nz/job/50584207?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,RecruitShop,"location: AucklandAucklandarea: Auckland CentralAuckland Central,EARN up to $40 ph + Vehicle + Overtime",classification: Trades & ServicesTrades & ServicessubClassification: Air Conditioning & RefrigerationAir Conditioning & Refrigeration,"6d ago,at",EARN up to $40 ph + Vehicle + Overtime
"Fitter, Machinist",https://www.seek.co.nz/job/50566951?type=standout#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Farra Engineering,location: OtagoOtagoarea: DunedinDunedin,"classification: Trades & ServicesTrades & ServicessubClassification: Fitters, Turners & MachinistsFitters, Turners & Machinists","8d ago,at","classification: Trades & ServicesTrades & ServicessubClassification: Fitters, Turners & MachinistsFitters, Turners & Machinists"
Sub-editor - print and digital,https://www.seek.co.nz/job/50575447?type=standout#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,NZ Farm Life Media Limited,location: ManawatuManawatuarea: Rest of ManawatuRest of Manawatu,classification: Trades & ServicesTrades & ServicessubClassification: Printing & Publishing ServicesPrinting & Publishing Services,"7d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Printing & Publishing ServicesPrinting & Publishing Services
Longrun Metal Roofer/Roofing Labourers,https://www.seek.co.nz/job/50571643?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Reel Roofing Ltd,location: AucklandAucklandarea: Manukau & East AucklandManukau & East Auckland,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"7d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Qualified Builder or Final Year Apprentice,https://www.seek.co.nz/job/50600633?type=standout#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Iconic Construction,location: WaikatoWaikatoarea: HamiltonHamilton,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"2d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
Branch Manager - Hamilton,https://www.seek.co.nz/job/50559569?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,GPC Asia Pacific,"location: WaikatoWaikatoarea: HamiltonHamilton,Great company benefits and staff discounts",classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades,"9d ago,at",Great company benefits and staff discounts
Experienced High Voltage Testing Technician,https://www.seek.co.nz/job/50598272?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Access Specialties,location: AucklandAucklandarea: Manukau & East AucklandManukau & East Auckland,classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians,"2d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians
Colour Technician,https://www.seek.co.nz/job/50569540?type=standout#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,NetYourJob,location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"8d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Experienced Scaffolders,https://www.seek.co.nz/job/50607506?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Tana Scaffolding Ltd,location: AucklandAucklandarea: Papakura & FranklinPapakura & Franklin,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
Qualified Carpenter,https://www.seek.co.nz/job/50600623?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Jora New Zealand,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"2d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
Service Technician,https://www.seek.co.nz/job/50514000?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,ELB Equipment Ltd,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians,"19d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians
Experienced Roofer needed for Immediate start,https://www.seek.co.nz/job/50609271?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Canstaff,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: OtherOther,"22h ago,at",classification: Trades & ServicesTrades & ServicessubClassification: OtherOther
Chicken Catchers Required | 3AM,https://www.seek.co.nz/job/50374228?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,Superior Personnel Ltd,location: AucklandAucklandarea: Papakura & FranklinPapakura & Franklin,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"16d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Nanny/Home Support,https://www.seek.co.nz/job/50463332?type=standard#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,,"location: WellingtonWellingtonarea: Wellington CentralWellington Central,$20.50 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Nannies & BabysittersNannies & Babysitters,"27d ago,at,Private Advertiser",$20.50 per hour
Butcher,https://www.seek.co.nz/job/50608270?type=standout#searchRequestToken=b5dffd26-d970-4199-90e3-e8a092504ca6,The Neat Meat Company Ltd,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: ButchersButchers,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: ButchersButchers
Senior Refrigeration Technician,https://www.seek.co.nz/job/50511403?type=promoted#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Active Refrigeration,location: CanterburyCanterburyarea: Timaru & South CanterburyTimaru & South Canterbury,classification: Trades & ServicesTrades & ServicessubClassification: Air Conditioning & RefrigerationAir Conditioning & Refrigeration,"Featured,at",classification: Trades & ServicesTrades & ServicessubClassification: Air Conditioning & RefrigerationAir Conditioning & Refrigeration
REGISTERED ELECTRICIANS WANTED FOR IMMEDIATE START,https://www.seek.co.nz/job/50591026?type=promoted#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Millennium Electrical Ltd,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: ElectriciansElectricians,"Featured,at",classification: Trades & ServicesTrades & ServicessubClassification: ElectriciansElectricians
Beauty Therapy Trainer,https://www.seek.co.nz/job/50591090?type=standout#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Elite School of Beauty and Spa,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"5d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Domestic Cleaner (Full Time),https://www.seek.co.nz/job/50478216?type=standout#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Premium Clean,"location: WellingtonWellingtonarea: Hutt ValleyHutt Valley,$20 - $24.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Cleaning ServicesCleaning Services,"23d ago,at",$20 - $24.99 per hour
Franchise Technician,https://www.seek.co.nz/job/50614867?type=standout#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Automotive Employment (NZ) Ltd,location: AucklandAuckland,classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades,"2h ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades
Automotive Production Manager,https://www.seek.co.nz/job/50582612?type=standard#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Jora New Zealand,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades,"6d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades
Concrete Labourers - Christchurch,https://www.seek.co.nz/job/50532297?type=standout#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Tech 5 Recruitment Ltd,"location: CanterburyCanterburyarea: ChristchurchChristchurch,$19.00-$20.00 depending on experience",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"14d ago,at",$19.00-$20.00 depending on experience
Spotter with EWP,https://www.seek.co.nz/job/50532789?type=standard#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Tradestaff,"location: AucklandAucklandarea: Manukau & East AucklandManukau & East Auckland,NZD23 - NZD26 per hour",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"14d ago,at",NZD23 - NZD26 per hour
Residential Cleaning,https://www.seek.co.nz/job/50509582?type=standout#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Absolute Domestics,"location: WellingtonWellingtonarea: Wellington CentralWellington Central,$26 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Cleaning ServicesCleaning Services,"19d ago,at",$26 per hour
Experienced Landscaper or Builder,https://www.seek.co.nz/job/50570855?type=standout#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Zones Landscaping Specialists,location: WaikatoWaikatoarea: HamiltonHamilton,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"8d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
Foundations Team Leader,https://www.seek.co.nz/job/50567801?type=standout#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Base Up,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"8d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
Grounds Person,https://www.seek.co.nz/job/50461284?type=standard#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Kerikeri Retirement Village,location: NorthlandNorthlandarea: Rest of NorthlandRest of Northland,classification: Trades & ServicesTrades & ServicessubClassification: Gardening & LandscapingGardening & Landscaping,"27d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Gardening & LandscapingGardening & Landscaping
Fitter - Machine Assembly,https://www.seek.co.nz/job/50518713?type=standout#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Tandarra Engineering Ltd,location: AucklandAucklandarea: Manukau & East AucklandManukau & East Auckland,"classification: Trades & ServicesTrades & ServicessubClassification: Fitters, Turners & MachinistsFitters, Turners & Machinists","16d ago,at","classification: Trades & ServicesTrades & ServicessubClassification: Fitters, Turners & MachinistsFitters, Turners & Machinists"
Security Officers - Patrol and Static,https://www.seek.co.nz/job/50517520?type=standard#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Matrix Security Group Ltd,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Security ServicesSecurity Services,"16d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Security ServicesSecurity Services
Welder - Fabricator - Boilermaker,https://www.seek.co.nz/job/50558971?type=standard#searchRequestToken=14c8e458-70d0-40af-985f-4ec081fcef2c,Quattra Mechanical Ltd,location: AucklandAucklandarea: Manukau & East AucklandManukau & East Auckland,classification: Trades & ServicesTrades & ServicessubClassification: Welders & BoilermakersWelders & Boilermakers,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Welders & BoilermakersWelders & Boilermakers
